"id","id","kode","name","deskripsi"
"__export__.cdn_icd9_14925_482ba700","__export__.cdn_icd9_14925_482ba700","87.23","Other x-ray of thoracic spine","Thoracic spine x-ray NEC"
"__export__.cdn_icd9_14926_51304e40","__export__.cdn_icd9_14926_51304e40","87.24","Other x-ray of lumbosacral spine","Lumbosac spine x-ray NEC"
"__export__.cdn_icd9_14927_11e1cc8c","__export__.cdn_icd9_14927_11e1cc8c","87.29","Other x-ray of spine","Spinal x-ray NEC"
"__export__.cdn_icd9_14928_b26f83e0","__export__.cdn_icd9_14928_b26f83e0","87.31","Endotracheal bronchogram","Endotracheal bronchogram"
"__export__.cdn_icd9_14929_ec80a649","__export__.cdn_icd9_14929_ec80a649","87.32","Other contrast bronchogram","Contrast bronchogram NEC"
"__export__.cdn_icd9_14930_6dde6884","__export__.cdn_icd9_14930_6dde6884","87.33","Mediastinal pneumogram","Mediastinal pneumogram"
"__export__.cdn_icd9_14931_26e2dc3b","__export__.cdn_icd9_14931_26e2dc3b","87.34","Intrathoracic lymphangiogram","Intrathor lymphangiogram"
"__export__.cdn_icd9_14932_0d763dc5","__export__.cdn_icd9_14932_0d763dc5","87.35","Contrast radiogram of mammary ducts","Contr mammary ductogram"
"__export__.cdn_icd9_14933_8a76b0b3","__export__.cdn_icd9_14933_8a76b0b3","87.36","Xerography of breast","Breast xerography"
"__export__.cdn_icd9_14934_f98cdf98","__export__.cdn_icd9_14934_f98cdf98","87.37","Other mammography","Mammography NEC"
"__export__.cdn_icd9_14935_6e471685","__export__.cdn_icd9_14935_6e471685","87.38","Sinogram of chest wall","Chest wall sinogram"
"__export__.cdn_icd9_14936_36b9bad0","__export__.cdn_icd9_14936_36b9bad0","87.39","Other soft tissue x-ray of chest wall","Thorax sft tiss xray NEC"
"__export__.cdn_icd9_14937_f29950c8","__export__.cdn_icd9_14937_f29950c8","87.41","Computerized axial tomography of thorax","C.A.T. scan of thorax"
"__export__.cdn_icd9_14938_224cad92","__export__.cdn_icd9_14938_224cad92","87.42","Other tomography of thorax","Thoracic tomography NEC"
"__export__.cdn_icd9_14939_e0aece4e","__export__.cdn_icd9_14939_e0aece4e","87.43","X-ray of ribs, sternum, and clavicle","Rib/sternum/clavic x-ray"
"__export__.cdn_icd9_14940_bcddfe0f","__export__.cdn_icd9_14940_bcddfe0f","87.44","Routine chest x-ray, so described","Routine chest x-ray"
"__export__.cdn_icd9_14941_cc29b201","__export__.cdn_icd9_14941_cc29b201","87.49","Other chest x-ray","Chest x-ray NEC"
"__export__.cdn_icd9_14942_5d510828","__export__.cdn_icd9_14942_5d510828","87.51","Percutaneous hepatic cholangiogram","Perc hepat Cholangiogram"
"__export__.cdn_icd9_14943_859ade17","__export__.cdn_icd9_14943_859ade17","87.52","Intravenous cholangiogram","Intraven cholangiogram"
"__export__.cdn_icd9_14944_81553b8c","__export__.cdn_icd9_14944_81553b8c","87.53","Intraoperative cholangiogram","Intraoper cholangiogram"
"__export__.cdn_icd9_14945_fcae8698","__export__.cdn_icd9_14945_fcae8698","87.54","Other cholangiogram","Cholangiogram NEC"
"__export__.cdn_icd9_14946_3810c1b0","__export__.cdn_icd9_14946_3810c1b0","87.59","Other biliary tract x-ray","Biliary tract x-ray NEC"
"__export__.cdn_icd9_14947_79de3c6d","__export__.cdn_icd9_14947_79de3c6d","87.61","Barium swallow","Barium swallow"
"__export__.cdn_icd9_14948_eee3b924","__export__.cdn_icd9_14948_eee3b924","87.62","Upper GI series","Upper GI series"
"__export__.cdn_icd9_14949_46c31799","__export__.cdn_icd9_14949_46c31799","87.63","Small bowel series","Small bowel series"
"__export__.cdn_icd9_14950_d8d26c10","__export__.cdn_icd9_14950_d8d26c10","87.64","Lower GI series","Lower GI series"
"__export__.cdn_icd9_14951_373b29fb","__export__.cdn_icd9_14951_373b29fb","87.65","Other x-ray of intestine","Intestinal x-ray NEC"
"__export__.cdn_icd9_14952_a04a4544","__export__.cdn_icd9_14952_a04a4544","87.66","Contrast pancreatogram","Contrast pancreatogram"
"__export__.cdn_icd9_14953_a19072e1","__export__.cdn_icd9_14953_a19072e1","87.69","Other digestive tract x-ray","Digestive tract xray NEC"
"__export__.cdn_icd9_14954_34b04717","__export__.cdn_icd9_14954_34b04717","87.71","Computerized axial tomography of kidney","C.A.T. scan of kidney"
"__export__.cdn_icd9_14955_40234e16","__export__.cdn_icd9_14955_40234e16","87.72","Other nephrotomogram","Nephrotomogram NEC"
"__export__.cdn_icd9_14956_454ddc71","__export__.cdn_icd9_14956_454ddc71","87.73","Intravenous pyelogram","Intravenous pyelogram"
"__export__.cdn_icd9_14957_2f5bacc1","__export__.cdn_icd9_14957_2f5bacc1","87.74","Retrograde pyelogram","Retrograde pyelogram"
"__export__.cdn_icd9_14958_29c67349","__export__.cdn_icd9_14958_29c67349","87.75","Percutaneous pyelogram","Percutaneous pyelogram"
"__export__.cdn_icd9_14959_6744368c","__export__.cdn_icd9_14959_6744368c","87.76","Retrograde cystourethrogram","Retrogr cystourethrogram"
"__export__.cdn_icd9_14960_4d1fb0c9","__export__.cdn_icd9_14960_4d1fb0c9","87.77","Other cystogram","Cystogram NEC"
"__export__.cdn_icd9_14961_05e79c15","__export__.cdn_icd9_14961_05e79c15","87.78","Ileal conduitogram","Ileal conduitogram"
"__export__.cdn_icd9_14962_4b6e8326","__export__.cdn_icd9_14962_4b6e8326","87.79","Other x-ray of the urinary system","Urinary system x-ray NEC"
"__export__.cdn_icd9_14963_1b86d418","__export__.cdn_icd9_14963_1b86d418","87.81","X-ray of gravid uterus","X-ray of gravid uterus"
"__export__.cdn_icd9_14964_9c9117c4","__export__.cdn_icd9_14964_9c9117c4","87.82","Gas contrast hysterosalpingogram","Gas hysterosalpingogram"
"__export__.cdn_icd9_14965_9dcb067e","__export__.cdn_icd9_14965_9dcb067e","87.83","Opaque dye contrast hysterosalpingogram","Dye hysterosalpingogram"
"__export__.cdn_icd9_14966_8c2fa4cb","__export__.cdn_icd9_14966_8c2fa4cb","87.84","Percutaneous hysterogram","Percutaneous hysterogram"
"__export__.cdn_icd9_14967_8db2e661","__export__.cdn_icd9_14967_8db2e661","87.85","Other x-ray of fallopian tubes and uterus","Tube & uterus x-ray NEC"
"__export__.cdn_icd9_14968_ee1a9ac6","__export__.cdn_icd9_14968_ee1a9ac6","87.89","Other x-ray of female genital organs","Female genital x-ray NEC"
"__export__.cdn_icd9_14969_b9c301ec","__export__.cdn_icd9_14969_b9c301ec","87.91","Contrast seminal vesiculogram","Contr semin vesiculogram"
"__export__.cdn_icd9_14970_0226cc2f","__export__.cdn_icd9_14970_0226cc2f","87.92","Other x-ray of prostate and seminal vesicles","Prostat/sem ves xray NEC"
"__export__.cdn_icd9_14971_7dc725ee","__export__.cdn_icd9_14971_7dc725ee","87.93","Contrast epididymogram","Contrast epididymogram"
"__export__.cdn_icd9_14972_17321af6","__export__.cdn_icd9_14972_17321af6","87.94","Contrast vasogram","Contrast vasogram"
"__export__.cdn_icd9_14973_2f693707","__export__.cdn_icd9_14973_2f693707","87.95","Other x-ray of epididymis and vas deferens","Epididymis/vas x-ray NEC"
"__export__.cdn_icd9_14974_a4dff1a2","__export__.cdn_icd9_14974_a4dff1a2","87.99","Other x-ray of male genital organs","Male genital x-ray NEC"
"__export__.cdn_icd9_14975_ff9bd8a1","__export__.cdn_icd9_14975_ff9bd8a1","88.01","Computerized axial tomography of abdomen","C.A.T. scan of abdomen"
"__export__.cdn_icd9_14976_bf2ba1e6","__export__.cdn_icd9_14976_bf2ba1e6","88.02","Other abdomen tomography","Abdominal tomography NEC"
"__export__.cdn_icd9_14977_6e8156f7","__export__.cdn_icd9_14977_6e8156f7","88.03","Sinogram of abdominal wall","Abdominal wall sinogram"
"__export__.cdn_icd9_14978_d8eaba2e","__export__.cdn_icd9_14978_d8eaba2e","88.04","Abdominal lymphangiogram","Abdominal lymphangiogram"
"__export__.cdn_icd9_14979_45a854a8","__export__.cdn_icd9_14979_45a854a8","88.09","Other soft tissue x-ray of abdominal wall","Abdominal wall x-ray NEC"
"__export__.cdn_icd9_14980_304950ef","__export__.cdn_icd9_14980_304950ef","88.11","Pelvic opaque dye contrast radiography","Pelvic dye contrast xray"
"__export__.cdn_icd9_14981_3033cc91","__export__.cdn_icd9_14981_3033cc91","88.12","Pelvic gas contrast radiography","Pelvic gas contrast xray"
"__export__.cdn_icd9_14982_7940f56d","__export__.cdn_icd9_14982_7940f56d","88.13","Other peritoneal pneumogram","Periton pneumogram NEC"
"__export__.cdn_icd9_14983_eef822a5","__export__.cdn_icd9_14983_eef822a5","88.14","Retroperitoneal fistulogram","Retroperiton fistulogram"
"__export__.cdn_icd9_14984_22d3eb6f","__export__.cdn_icd9_14984_22d3eb6f","88.15","Retroperitoneal pneumogram","Retroperiton pneumogram"
"__export__.cdn_icd9_14985_e6aa1b07","__export__.cdn_icd9_14985_e6aa1b07","88.16","Other retroperitoneal x-ray","Retroperitoneal xray NEC"
"__export__.cdn_icd9_14986_34c08321","__export__.cdn_icd9_14986_34c08321","88.19","Other x-ray of abdomen","Abdominal x-ray NEC"
"__export__.cdn_icd9_14987_6bfad4c9","__export__.cdn_icd9_14987_6bfad4c9","88.21","Skeletal x-ray of shoulder and upper arm","Skl xray-shoulder/up arm"
"__export__.cdn_icd9_14988_ea156cae","__export__.cdn_icd9_14988_ea156cae","88.22","Skeletal x-ray of elbow and forearm","Skel xray-elbow/forearm"
"__export__.cdn_icd9_14989_5f65d7c8","__export__.cdn_icd9_14989_5f65d7c8","88.23","Skeletal x-ray of wrist and hand","Skel xray-wrist & hand"
"__export__.cdn_icd9_14990_61bf4c29","__export__.cdn_icd9_14990_61bf4c29","88.24","Skeletal x-ray of upper limb, not otherwise specified","Skel xray-upper limb NOS"
"__export__.cdn_icd9_14991_5f47d5fe","__export__.cdn_icd9_14991_5f47d5fe","88.25","Pelvimetry","Pelvimetry"
"__export__.cdn_icd9_14992_931e4315","__export__.cdn_icd9_14992_931e4315","88.26","Other skeletal x-ray of pelvis and hip","Skel xray-pelvis/hip NEC"
"__export__.cdn_icd9_14993_70c25e8b","__export__.cdn_icd9_14993_70c25e8b","88.27","Skeletal x-ray of thigh, knee, and lower leg","Skel xray-thigh/knee/leg"
"__export__.cdn_icd9_14994_75d088bf","__export__.cdn_icd9_14994_75d088bf","88.28","Skeletal x-ray of ankle and foot","Skel xray-ankle & foot"
"__export__.cdn_icd9_14995_08dfcfde","__export__.cdn_icd9_14995_08dfcfde","88.29","Skeletal x-ray of lower limb, not otherwise specified","Skel xray-lower limb NOS"
"__export__.cdn_icd9_14996_45148229","__export__.cdn_icd9_14996_45148229","88.31","Skeletal series","Skeletal series x-ray"
"__export__.cdn_icd9_14997_170eb847","__export__.cdn_icd9_14997_170eb847","88.32","Contrast arthrogram","Contrast arthrogram"
"__export__.cdn_icd9_14998_ec2ef4f3","__export__.cdn_icd9_14998_ec2ef4f3","88.33","Other skeletal x-ray","Other skeletal x-ray"
"__export__.cdn_icd9_14999_a9150804","__export__.cdn_icd9_14999_a9150804","88.34","Lymphangiogram of upper limb","Upper limb lymphangiogrm"
"__export__.cdn_icd9_15000_00c4661b","__export__.cdn_icd9_15000_00c4661b","88.35","Other soft tissue x-ray of upper limb","Up limb sft tis xray NEC"
"__export__.cdn_icd9_15001_44ff7a35","__export__.cdn_icd9_15001_44ff7a35","88.36","Lymphangiogram of lower limb","Lower limb lymphangiogrm"
"__export__.cdn_icd9_15002_8fe83573","__export__.cdn_icd9_15002_8fe83573","88.37","Other soft tissue x-ray of lower limb","Lo limb sft tis xray NEC"
"__export__.cdn_icd9_15003_8005d3c2","__export__.cdn_icd9_15003_8005d3c2","88.38","Other computerized axial tomography","Other C.A.T. scan"
"__export__.cdn_icd9_15004_44e4a831","__export__.cdn_icd9_15004_44e4a831","88.39","X-ray, other and unspecified","X-ray NEC and NOS"
"__export__.cdn_icd9_15005_3d080a8f","__export__.cdn_icd9_15005_3d080a8f","88.40","Arteriography using contrast material, unspecified site","Contrast arteriogram NOS"
"__export__.cdn_icd9_15006_264e09e2","__export__.cdn_icd9_15006_264e09e2","88.41","Arteriography of cerebral arteries","Contr cerebr arteriogram"
"__export__.cdn_icd9_15007_ef1caed0","__export__.cdn_icd9_15007_ef1caed0","88.42","Aortography","Contrast aortogram"
"__export__.cdn_icd9_15008_286a0c26","__export__.cdn_icd9_15008_286a0c26","88.43","Arteriography of pulmonary arteries","Contr pulmon arteriogram"
"__export__.cdn_icd9_15009_a5e23626","__export__.cdn_icd9_15009_a5e23626","88.44","Arteriography of other intrathoracic vessels","Contr thor arteriogr NEC"
"__export__.cdn_icd9_15010_6d2fceec","__export__.cdn_icd9_15010_6d2fceec","88.45","Arteriography of renal arteries","Contrast renal arteriogr"
"__export__.cdn_icd9_15011_1d5214d6","__export__.cdn_icd9_15011_1d5214d6","88.46","Arteriography of placenta","Contrast placentogram"
"__export__.cdn_icd9_15012_9d468c46","__export__.cdn_icd9_15012_9d468c46","88.47","Arteriography of other intra-abdominal arteries","Contr abd arteriogrm NEC"
"__export__.cdn_icd9_15013_03330401","__export__.cdn_icd9_15013_03330401","88.48","Arteriography of femoral and other lower extremity arteries","Contrast arteriogram-leg"
"__export__.cdn_icd9_15014_613185b0","__export__.cdn_icd9_15014_613185b0","88.49","Arteriography of other specified sites","Contrast arteriogram NEC"
"__export__.cdn_icd9_15015_2a1a5385","__export__.cdn_icd9_15015_2a1a5385","88.50","Angiocardiography, not otherwise specified","Angiocardiography NOS"
"__export__.cdn_icd9_15016_077ba833","__export__.cdn_icd9_15016_077ba833","88.51","Angiocardiography of venae cavae","Vena cav angiocardiogram"
"__export__.cdn_icd9_15017_4a22d063","__export__.cdn_icd9_15017_4a22d063","88.52","Angiocardiography of right heart structures","Rt heart angiocardiogram"
"__export__.cdn_icd9_15018_f86a310e","__export__.cdn_icd9_15018_f86a310e","88.53","Angiocardiography of left heart structures","Lt heart angiocardiogram"
"__export__.cdn_icd9_15019_7342bec5","__export__.cdn_icd9_15019_7342bec5","88.54","Combined right and left heart angiocardiography","Rt & lt heart angiocard"
"__export__.cdn_icd9_15020_4bfe19c1","__export__.cdn_icd9_15020_4bfe19c1","88.55","Coronary arteriography using a single catheter","Coronar arteriogr-1 cath"
"__export__.cdn_icd9_15021_8c5015fb","__export__.cdn_icd9_15021_8c5015fb","88.56","Coronary arteriography using two catheters","Coronar arteriogr-2 cath"
"__export__.cdn_icd9_15022_993c3297","__export__.cdn_icd9_15022_993c3297","88.57","Other and unspecified coronary arteriography","Coronary arteriogram NEC"
"__export__.cdn_icd9_15023_9ffec527","__export__.cdn_icd9_15023_9ffec527","88.58","Negative-contrast cardiac roentgenography","Negatve-contr cardiogram"
"__export__.cdn_icd9_15024_9167ebf1","__export__.cdn_icd9_15024_9167ebf1","88.59","Intra-operative coronary fluorescence vascular angiography","Intraop cor flr vas angi"
"__export__.cdn_icd9_15025_89a0c7a1","__export__.cdn_icd9_15025_89a0c7a1","88.60","Phlebography using contrast material, unspecified site","Contrast phlebogram NOS"
"__export__.cdn_icd9_15026_242b3118","__export__.cdn_icd9_15026_242b3118","88.61","Phlebography of veins of head and neck using contrast material","Contr phlebogram-hd/neck"
"__export__.cdn_icd9_15027_801dca9c","__export__.cdn_icd9_15027_801dca9c","88.62","Phlebography of pulmonary veins using contrast material","Contr phlebogram-pulmon"
"__export__.cdn_icd9_15028_3ea2dbcc","__export__.cdn_icd9_15028_3ea2dbcc","88.63","Phlebography of other intrathoracic veins using contrast material","Thorac contr phlebog NEC"
"__export__.cdn_icd9_15029_5f754164","__export__.cdn_icd9_15029_5f754164","88.64","Phlebography of the portal venous system using contrast material","Portal contr phlebogram"
"__export__.cdn_icd9_15030_2b4b60ff","__export__.cdn_icd9_15030_2b4b60ff","88.65","Phlebography of other Intra-Abdominal veins using contrast material","Abd contr phlebogram NEC"
"__export__.cdn_icd9_15031_2cb6f2b2","__export__.cdn_icd9_15031_2cb6f2b2","88.66","Phlebography of femoral and other lower extremity veins using contrast material","Contrast phlebogram-leg"
"__export__.cdn_icd9_15032_ac0f4af5","__export__.cdn_icd9_15032_ac0f4af5","88.67","Phlebography of other specified sites using contrast material","Contrast phlebogram NEC"
"__export__.cdn_icd9_15033_8ee9d91e","__export__.cdn_icd9_15033_8ee9d91e","88.68","Impedance phlebography","Impedance phlebogram"
"__export__.cdn_icd9_15034_e00746b3","__export__.cdn_icd9_15034_e00746b3","88.71","Diagnostic ultrasound of head and neck","Dx ultrasound-head/neck"
"__export__.cdn_icd9_15035_cf58b572","__export__.cdn_icd9_15035_cf58b572","88.72","Diagnostic ultrasound of heart","Dx ultrasound-heart"
"__export__.cdn_icd9_15036_971613c7","__export__.cdn_icd9_15036_971613c7","88.73","Diagnostic ultrasound of other sites of thorax","Dx ultrasound-thorax NEC"
"__export__.cdn_icd9_15037_bf493d25","__export__.cdn_icd9_15037_bf493d25","88.74","Diagnostic ultrasound of digestive system","Dx ultrasound-digestive"
"__export__.cdn_icd9_15038_8b7f5d57","__export__.cdn_icd9_15038_8b7f5d57","88.75","Diagnostic ultrasound of urinary system","Dx ultrasound-urinary"
"__export__.cdn_icd9_15039_447584be","__export__.cdn_icd9_15039_447584be","88.76","Diagnostic ultrasound of abdomen and retroperitoneum","Dx ultrasound-abdomen"
"__export__.cdn_icd9_15040_a95d0d6c","__export__.cdn_icd9_15040_a95d0d6c","88.77","Diagnostic ultrasound of peripheral vascular system","Dx ultrasound-vascular"
"__export__.cdn_icd9_15041_4db6bffc","__export__.cdn_icd9_15041_4db6bffc","88.78","Diagnostic ultrasound of gravid uterus","Dx ultrasound-grav uter"
"__export__.cdn_icd9_15042_58f97e4a","__export__.cdn_icd9_15042_58f97e4a","88.79","Other diagnostic ultrasound","Dx ultrasound NEC"
"__export__.cdn_icd9_15043_82208df9","__export__.cdn_icd9_15043_82208df9","88.81","Cerebral thermography","Cerebral thermography"
"__export__.cdn_icd9_15044_b790945a","__export__.cdn_icd9_15044_b790945a","88.82","Ocular thermography","Ocular thermography"
"__export__.cdn_icd9_15045_aa6d47b6","__export__.cdn_icd9_15045_aa6d47b6","88.83","Bone thermography","Bone thermography"
"__export__.cdn_icd9_15046_e52f8f0a","__export__.cdn_icd9_15046_e52f8f0a","88.84","Muscle thermography","Muscle thermography"
"__export__.cdn_icd9_15047_01545ba0","__export__.cdn_icd9_15047_01545ba0","88.85","Breast thermography","Breast thermography"
"__export__.cdn_icd9_15048_ead7b077","__export__.cdn_icd9_15048_ead7b077","88.86","Blood vessel thermography","Blood vessel thermograph"
"__export__.cdn_icd9_15049_4b0fa813","__export__.cdn_icd9_15049_4b0fa813","88.89","Thermography of other sites","Thermography NEC"
"__export__.cdn_icd9_15050_2d626824","__export__.cdn_icd9_15050_2d626824","88.90","Diagnostic imaging, not elsewhere classified","Diagnostic imaging NOS"
"__export__.cdn_icd9_15051_d8c118dc","__export__.cdn_icd9_15051_d8c118dc","88.91","Magnetic resonance imaging of brain and brain stem","Mri of brain & brainstem"
"__export__.cdn_icd9_15052_1db36daa","__export__.cdn_icd9_15052_1db36daa","88.92","Magnetic resonance imaging of chest and myocardium","Mri chest & heart"
"__export__.cdn_icd9_15053_e35e98ba","__export__.cdn_icd9_15053_e35e98ba","88.93","Magnetic resonance imaging of spinal canal","Mri spinal canal"
"__export__.cdn_icd9_15054_938c0d2b","__export__.cdn_icd9_15054_938c0d2b","88.94","Magnetic resonance imaging of musculoskeletal","Mri musculoskeletal"
"__export__.cdn_icd9_15055_af564590","__export__.cdn_icd9_15055_af564590","88.95","Magnetic resonance imaging of pelvis, prostate, and bladder","Mri pelvis,prostate,blad"
"__export__.cdn_icd9_15056_1d09f59f","__export__.cdn_icd9_15056_1d09f59f","88.96","Other intraoperative magnetic resonance imaging","Oth intraop mag res imag"
"__export__.cdn_icd9_15057_f64c657b","__export__.cdn_icd9_15057_f64c657b","88.97","Magnetic resonance imaging of other and unspecified sites","Magnetic res image unsp"
"__export__.cdn_icd9_15058_e12a1e91","__export__.cdn_icd9_15058_e12a1e91","88.98","Bone mineral density studies","Bone mineral density"
"__export__.cdn_icd9_15059_63a608d5","__export__.cdn_icd9_15059_63a608d5","89.01","Interview and evaluation, described as brief","Brief interview & evalua"
"__export__.cdn_icd9_15060_b0ad891b","__export__.cdn_icd9_15060_b0ad891b","89.02","Interview and evaluation, described as limited","Limited interview/evalua"
"__export__.cdn_icd9_15061_6bddd382","__export__.cdn_icd9_15061_6bddd382","89.03","Interview and evaluation, described as comprehensive","Comprehen interview/eval"
"__export__.cdn_icd9_15062_1ecbfa6f","__export__.cdn_icd9_15062_1ecbfa6f","89.04","Other interview and evaluation","Interview & evaluat NEC"
"__export__.cdn_icd9_15063_98c77404","__export__.cdn_icd9_15063_98c77404","89.05","Diagnostic interview and evaluation, not otherwise specified","Interview & evaluat NOS"
"__export__.cdn_icd9_15064_0efd60c5","__export__.cdn_icd9_15064_0efd60c5","89.06","Consultation, described as limited","Limited consultation"
"__export__.cdn_icd9_15065_77056a33","__export__.cdn_icd9_15065_77056a33","89.07","Consultation, described as comprehensive","Comprehensive consultat"
"__export__.cdn_icd9_15066_70fdd92f","__export__.cdn_icd9_15066_70fdd92f","89.08","Other consultation","Consultation NEC"
"__export__.cdn_icd9_15067_d71baa33","__export__.cdn_icd9_15067_d71baa33","89.09","Consultation, not otherwise specified","Consultation NOS"
"__export__.cdn_icd9_15068_844521cf","__export__.cdn_icd9_15068_844521cf","89.10","Intracarotid amobarbital test","Intracarot amobarb test"
"__export__.cdn_icd9_15069_b6be6647","__export__.cdn_icd9_15069_b6be6647","89.11","Tonometry","Tonometry"
"__export__.cdn_icd9_15070_9787ab1a","__export__.cdn_icd9_15070_9787ab1a","89.12","Nasal function study","Nasal function study"
"__export__.cdn_icd9_15071_40a3e7cc","__export__.cdn_icd9_15071_40a3e7cc","89.13","Neurologic examination","Neurologic examination"
"__export__.cdn_icd9_15072_d1a98ff2","__export__.cdn_icd9_15072_d1a98ff2","89.14","Electroencephalogram","Electroencephalogram"
"__export__.cdn_icd9_15073_9c0ad6a4","__export__.cdn_icd9_15073_9c0ad6a4","89.15","Other nonoperative neurologic function tests","Neurologic func test NEC"
"__export__.cdn_icd9_15074_79807038","__export__.cdn_icd9_15074_79807038","89.16","Transillumination of newborn skull","Skull transilluminat"
"__export__.cdn_icd9_15075_d6f5bfef","__export__.cdn_icd9_15075_d6f5bfef","89.17","Polysomnogram","Polysomnogram"
"__export__.cdn_icd9_15076_ec31f9a5","__export__.cdn_icd9_15076_ec31f9a5","89.18","Other sleep disorder function tests","Oth sleep dis funct test"
"__export__.cdn_icd9_15077_59d6d084","__export__.cdn_icd9_15077_59d6d084","89.19","Video and radio-telemetered electroencephalographic monitoring","Video/radio eeg monitor"
"__export__.cdn_icd9_15078_b9bafeb3","__export__.cdn_icd9_15078_b9bafeb3","89.21","Urinary manometry","Urinary manometry"
"__export__.cdn_icd9_15079_1014d9a8","__export__.cdn_icd9_15079_1014d9a8","89.22","Cystometrogram","Cystometrogram"
"__export__.cdn_icd9_15080_47ee8d25","__export__.cdn_icd9_15080_47ee8d25","89.23","Urethral sphincter electromyogram","Urethral sphincter emg"
"__export__.cdn_icd9_15081_de2bfae1","__export__.cdn_icd9_15081_de2bfae1","89.24","Uroflowmetry [UFR]","Uroflowmetry"
"__export__.cdn_icd9_15082_9b407928","__export__.cdn_icd9_15082_9b407928","89.25","Urethral pressure profile [UPP]","Urethral pressure profil"
"__export__.cdn_icd9_15083_0eaf48f0","__export__.cdn_icd9_15083_0eaf48f0","89.26","Gynecological examination","Gynecologic examination"
"__export__.cdn_icd9_15084_772f20e5","__export__.cdn_icd9_15084_772f20e5","89.29","Other nonoperative genitourinary system measurements","Other gu system exams"
"__export__.cdn_icd9_15085_ef162f25","__export__.cdn_icd9_15085_ef162f25","89.31","Dental examination","Dental examination"
"__export__.cdn_icd9_15086_512a3d3c","__export__.cdn_icd9_15086_512a3d3c","89.32","Esophageal manometry","Esophageal manometry"
"__export__.cdn_icd9_15087_cce58a34","__export__.cdn_icd9_15087_cce58a34","89.33","Digital examination of enterostomy stoma","Digital enterostomy exam"
"__export__.cdn_icd9_15088_7d61c758","__export__.cdn_icd9_15088_7d61c758","89.34","Digital examination of rectum","Digital rectal exam"
"__export__.cdn_icd9_15089_2270d68c","__export__.cdn_icd9_15089_2270d68c","89.35","Transillumination of nasal sinuses","Nasal sinus transillumin"
"__export__.cdn_icd9_15090_7385c468","__export__.cdn_icd9_15090_7385c468","89.36","Manual examination of breast","Manual exam of breast"
"__export__.cdn_icd9_15091_7e988557","__export__.cdn_icd9_15091_7e988557","89.37","Vital capacity determination","Vital capacity determin"
"__export__.cdn_icd9_15092_89bd3063","__export__.cdn_icd9_15092_89bd3063","89.38","Other nonoperative respiratory measurements","Respiratory measure NEC"
"__export__.cdn_icd9_15093_2d7af50a","__export__.cdn_icd9_15093_2d7af50a","89.39","Other nonoperative measurements and examinations","Nonoperative exams NEC"
"__export__.cdn_icd9_15094_7632a62f","__export__.cdn_icd9_15094_7632a62f","89.41","Cardiovascular stress test using treadmill","Treadmill stress test"
"__export__.cdn_icd9_15095_e845a4be","__export__.cdn_icd9_15095_e845a4be","89.42","Masters two-step stress test","Masters 2-step test"
"__export__.cdn_icd9_15096_d8116c1a","__export__.cdn_icd9_15096_d8116c1a","89.43","Cardiovascular stress test using bicycle ergometer","Bicycle ergometer test"
"__export__.cdn_icd9_15097_89c24369","__export__.cdn_icd9_15097_89c24369","89.44","Other cardiovascular stress test","Cardiac stress test NEC"
"__export__.cdn_icd9_15098_1535e313","__export__.cdn_icd9_15098_1535e313","89.45","Artificial pacemaker rate check","Pacemaker rate check"
"__export__.cdn_icd9_15099_d4bb5e9a","__export__.cdn_icd9_15099_d4bb5e9a","89.46","Artificial pacemaker artifact wave form check","Pacemaker wave form chck"
"__export__.cdn_icd9_15100_6990a997","__export__.cdn_icd9_15100_6990a997","89.47","Artificial pacemaker electrode impedance check","Pacemaker impedance chck"
"__export__.cdn_icd9_15101_241db34e","__export__.cdn_icd9_15101_241db34e","89.48","Artificial pacemaker voltage or amperage threshold check","Pacemaker volt threshold"
"__export__.cdn_icd9_15102_b7a99e9f","__export__.cdn_icd9_15102_b7a99e9f","89.49","Automatic implantable cardioverter/defibrillator (AICD) check","AICD check"
"__export__.cdn_icd9_15103_645c1c15","__export__.cdn_icd9_15103_645c1c15","89.50","Ambulatory cardiac monitoring","Ambu cardiac monitoring"
"__export__.cdn_icd9_15104_e1d46ed5","__export__.cdn_icd9_15104_e1d46ed5","89.51","Rhythm electrocardiogram","Rhythm electrocardiogram"
"__export__.cdn_icd9_15105_e1af9d66","__export__.cdn_icd9_15105_e1af9d66","89.52","Electrocardiogram","Electrocardiogram"
"__export__.cdn_icd9_15106_cadde509","__export__.cdn_icd9_15106_cadde509","89.53","Vectorcardiogram (with ECG)","Vectorcardiogram"
"__export__.cdn_icd9_15107_44ee57a6","__export__.cdn_icd9_15107_44ee57a6","89.54","Electrographic monitoring","Electrocardiograph monit"
"__export__.cdn_icd9_15108_5acba007","__export__.cdn_icd9_15108_5acba007","89.55","Phonocardiogram with ECG lead","Phonocardiogram"
"__export__.cdn_icd9_15109_294cecf6","__export__.cdn_icd9_15109_294cecf6","89.56","Carotid pulse tracing with ECG lead","Carotid pulse tracing"
"__export__.cdn_icd9_15110_fa3f755a","__export__.cdn_icd9_15110_fa3f755a","89.57","Apexcardiogram (with ECG lead)","Apexcardiogram"
"__export__.cdn_icd9_15111_097e39e3","__export__.cdn_icd9_15111_097e39e3","89.58","Plethysmogram","Plethysmogram"
